users,text
vertigo7804,@realDonaldTrump ‘Delusions of grandeur’ https://t.co/GZfvTDKt8A
GOATSports6,@realDonaldTrump retweeted himself... 🤦‍♂️ https://t.co/0N61RnLZba
BillReno4,@realDonaldTrump LOOKS MORE LIKE JONESTOWN. VOTE BIDEN/HARRIS TO SAVE LIVES
Michele40994099,@realDonaldTrump Vote him out!!
MaryLJacobs,@realDonaldTrump https://t.co/MwhJWFULnm
WPooleG,@realDonaldTrump When was the last time health care worked under red authoritarian leadership. Never
Visioneering1,@realDonaldTrump Donald Trump’s Final Pitch to Americans: Drop Dead  The White House has “embraced” a pandemic stra… https://t.co/6jWSFr0V5h
Gotafett1,@realDonaldTrump WHEN...You have been saying the same 💩 for 4 years. Like you dangling it over our heads. When?
ddnarich,"@realDonaldTrump Yep. Time to cut the Social Security and Medicare, and to let them all get COVID-19. Will thin the… https://t.co/DvAapYEnUn"
sebayorke,"@realDonaldTrump Donald Button. His body is old, but his mind is that of a child. In theatres now! Last weeks."
DrvThruP,@realDonaldTrump are you supporting voting fraud?
t_m_lunde,@realDonaldTrump Vote for who?
GratefulSkid,@realDonaldTrump You said this would happen on day 1 and it would be so easy. So where is the plan?  It’s been 4 years!
WallaceTRACY11,@realDonaldTrump I am literally dying😂😂😂
DinaStanfl,RT @JayLionel7: @realDonaldTrump 1. ‘Make America great again’ is a TERRIBLE slogan for an incumbent. 2. You alienated much of the military…
Cococupc4ke,RT @murray_nyc: @realDonaldTrump This is one of the most disgusting things Trump has ever tweeted. Who are the other people featured in thi…
FindJBMortgage,"@realDonaldTrump Lies run sprints, but the truth runs marathons. ... See you at the polls.... IN PERSON!! #Trump2020LandslideVictory"
canadianharley,"@realDonaldTrump So why haven’t you unveiled your “perfect, beautiful” plan?  Could it be it’s just a story to get… https://t.co/ilEhrmETfd"
will6848,@realDonaldTrump Second amendment is not a legitimate issue during this election the pandemic is you’re just preaching to your base
DJHJamesDeanFan,RT @smc429: @realDonaldTrump Where is this restaurant and how do we frequent it!? https://t.co/IGgJ3AiOFG
Ruleta41433748,@realDonaldTrump I already voted in person for you MR PRESIDENT 👍💪😎
wjplourde,@realDonaldTrump Trump shows again that he is the unlawful and disorder president. Time to make him the unlawful and disorder ex president
cardinalsfan192,"@realDonaldTrump Right. You’ve been saying that for 4 years, it’s just words. U have no plan except to destroy Amer… https://t.co/A8IEc8hhVk"
TrumpVirusUS1,@realDonaldTrump https://t.co/pNTgQilY7k
awesomepaws,RT @TrumpTheBWipe: @realDonaldTrump What a contrast to the gasping mask-less Mussolini on his balcony ... #TrumpIsANationalDisgrace  #Biden…
1945rkn,@realDonaldTrump https://t.co/iq8EKcM5Ne
Cheyenn97250418,@realDonaldTrump lolstfu
tennisp,RT @smc429: @realDonaldTrump Where is this restaurant and how do we frequent it!? https://t.co/IGgJ3AiOFG
JustBirdTweetin,@realDonaldTrump I already did! I voted Biden!
Mackensmi,@realDonaldTrump Only old people die
rociogrande1,"RT @VoxMiguelVox: @realDonaldTrump For the good of humanity, I hope you win the presidential elections in the united states of america. Ple…"
TheRonnocoDen,@realDonaldTrump You retweeted yourself. Lol. Fail.
DonStrachan,@realDonaldTrump https://t.co/U1vs6ZajfF
cvw67,@realDonaldTrump Where is your plan Nimrod?
Frank01DE,@realDonaldTrump Donald 'Pinocchio' Trump
KM_Huber,RT @smc429: @realDonaldTrump Where is this restaurant and how do we frequent it!? https://t.co/IGgJ3AiOFG
Fight2Resist,@realDonaldTrump #TrumpGraveDancer #BoycottMSNBC #TrumpIsALaughingStock https://t.co/2A1zyrvB1n
_tibbets,"@realDonaldTrump Let me speak to you in terms you'll understand. A-hem...  WHERE IS THE PLAN, SIR?! WE NEED TO SEE… https://t.co/y4qGjcINen"
CaroleBennett3,@realDonaldTrump Shut up man.. you've been talking about a health care plan since your 2015 campaign. You got nothing..
sandiesie,@realDonaldTrump Since you are immune! Go visit the Covid Floors in our Hospitals!
LoriBrabant,"RT @kerstenpr: @realDonaldTrump Dancing on the graves of 215,000 Americans #TrumpGraveDancer https://t.co/GyunNaev5n"
Nmadams9,"@realDonaldTrump You just kissed goodbye to all senior votes in the USA. Good job, buddy!!!! 🙄"
cl19571957,@realDonaldTrump Ur done in Georgia!! And good job suppressing their votes!!!
trekrider,RT @smc429: @realDonaldTrump Where is this restaurant and how do we frequent it!? https://t.co/IGgJ3AiOFG
PappaSvante,@realDonaldTrump Another spreading-the-virus-rally??    #DumpTrump
Stamford38,@realDonaldTrump https://t.co/iQyBRMPDf3
lilyusy,RT @scientificrealm: @realDonaldTrump https://t.co/1jZ3T6dIyE
7niebo,RT @murray_nyc: @realDonaldTrump This is one of the most disgusting things Trump has ever tweeted. Who are the other people featured in thi…
CavemanRadio,@realDonaldTrump https://t.co/cMFMfi62GD
Board_Man_Q,@realDonaldTrump If I pay more than $750 in taxes does that mean I get 11 doctors?
dontfallfor45,RT @smc429: @realDonaldTrump Where is this restaurant and how do we frequent it!? https://t.co/IGgJ3AiOFG
PoloPersonGwen,RT @okkie48: @realDonaldTrump https://t.co/lO2cnD07Au
feistyPK,@realDonaldTrump You think this retweet is supposed to help your case? You are insane
mahobili,@realDonaldTrump tum jaantay ho k hum punjabi main tumhay DoLund kehtay hain? #funfact
NICOLE92656002,@realDonaldTrump Yes Joe Biden 💙🖤🙏
TreasureMeNot,RT @michitres: @realDonaldTrump Great Fear-mongering!! Here’s another take. Vote Trump so that your LIFE will be under siege!! https://t.co…
ScarletHawk5,"RT @itsJeffTiedrich: @realDonaldTrump you had four years to make America quote-unquote ""great"" and now everything is in pieces. who could h…"
slackertoo,@realDonaldTrump They're voting in droves to get rid of you!
ChisomStefanie,@realDonaldTrump Nevermind
eauboi22,"RT @joanne_dalle: @realDonaldTrump. Hasn't tweeted in 2 hours. Is his ""story"" on? #BoycottNBCTownHall #TrumpGraveDancer"
catalishus2,RT @smc429: @realDonaldTrump Where is this restaurant and how do we frequent it!? https://t.co/IGgJ3AiOFG
GreggNiemi,@realDonaldTrump Failed travel ban. Failed testing. Failed tracing. Failed isolation. Failed masking. Failed safe r… https://t.co/bm7txYLK7l
ScarletHawk5,RT @davidmweissman: @realDonaldTrump Stop using veterans for voting props when you call us losers and suckers behind our backs.
Kristin56366960,@realDonaldTrump Funny we never seemed to have fake news until we had a fake president.  I enjoyed you trying that… https://t.co/C7l0zuMgjs
chasan714,@realDonaldTrump When???
HildyJohnson3,RT @smc429: @realDonaldTrump Where is this restaurant and how do we frequent it!? https://t.co/IGgJ3AiOFG
Deb25101,@realDonaldTrump Bye Bye Covita https://t.co/xYmRl8HKvK
CaraNicAine,"RT @WeatherGeek68: @realDonaldTrump OH, AND DON’T FORGET YOU’RE STILL IMPEACHED; AND THAT HONOR WILL STAY WITH YOU THROUGHOUT HISTORY https…"
LiberalLiberty4,@realDonaldTrump https://t.co/P6wzyeaxeV
u561910,@realDonaldTrump WORST PRESIDENT EVER! https://t.co/c8si5TnLiE
delays_delay,"@realDonaldTrump With you, Pennsylvania will be fucked!"
WillettKat,RT @smc429: @realDonaldTrump Where is this restaurant and how do we frequent it!? https://t.co/IGgJ3AiOFG
Cheyenn97250418,@realDonaldTrump shuddup orange
ChisomStefanie,@realDonaldTrump But he’s only...
OMGGOPWTF1,"RT @egheitasean: @realDonaldTrump Yeah, in just 2 weeks, right? You realize you've been promising us better, cheaper healthcare since 2015.…"
garymheffernan,RT @smc429: @realDonaldTrump Where is this restaurant and how do we frequent it!? https://t.co/IGgJ3AiOFG
NeverOfdonald,@realDonaldTrump In the dirt where you belong. #cesspoolDonald #TrumpGraveDancer #BidenHarrisLandslide2020… https://t.co/8GyoKuzlX4
NicoStaufenberg,"RT @LabyrinthWeaver: @realDonaldTrump @Twitter, please flag this tweet. Trump is asking republicans to commit illegal acts in regards to ba…"
kingscourt0007,@realDonaldTrump #EnoughIsEnoughOfTrump #VoteBlueToSaveAmerica
CFowler1000,"@realDonaldTrump ...,Tell Mitch to get on it! If you don’t, then the people will know YOU don’t really care!! https://t.co/VUkgZBhFqa"
KeyToZion,RT @real_defender: @realDonaldTrump The biggest lie the Democrats are pushing is that Republicans want to get rid of pre-existing condition…
DonXQuixote,"@realDonaldTrump Yes, ""get the word out"" - aft 70 tries, @GOP (esp. @SenateGOP ) STILL w NO replace of H-care! As k… https://t.co/Qn4VYcqZ82"
VALERIESUTHER14,RT @bpjohnson5576: @realDonaldTrump Enjoying the last episode.  (Not really).  #TrumpGraveDancer https://t.co/8HkFvZfuX5
wilytone,@realDonaldTrump Better Safe Than Sorry. FDA Chief Defends Vaccine-Trial Halts as Vital to Safety System. All One N… https://t.co/9oaoG7XCzL
ridetwolife,"@realDonaldTrump ... and very strong for RUSSIA, incompetence and corruption."
JRybka4177,@realDonaldTrump You wish they would steal the election for you because that is the ONLY way you can win.  #BidenHarris2020
AnthonyMillerA1,"@realDonaldTrump Donald trump is a walking joke, it is a matter of being an observer and analyzing it to realize th… https://t.co/XaHPFIGH0v"
SaleemJozif,@realDonaldTrump Welcome To The Table Of The Jesus2 Yahoo/Sent  saleem jozif &lt;saleem_jozif_welfare_society@yahoo.co… https://t.co/aJ3ENJi5PG
lfishgirl67,@realDonaldTrump Love this https://t.co/2ad11eT1yN
DanahSwann37055,@realDonaldTrump Yep....In the White House!
thesociablegeek,"@realDonaldTrump You’ve been saying the same shit for the past four years... so far, you’ve done nothing. Your time is up 🤡"
mtlvrg,RT @brunnosarttori: @realDonaldTrump https://t.co/6R2FoS0xkl
llfightanyone,RT @manavjivan: @realDonaldTrump Must watch one minute:  Clorox drinking #Covfefe  https://t.co/Mm9Eu9KRRr
joevage,@realDonaldTrump 5 hours wait to vote in Georgia in  ' Great America ' ???? I don't believe that a country with a r… https://t.co/7LwltyBchb
EwaStanska,@realDonaldTrump https://t.co/iDvjH1EOxE
zsarrina,RT @smc429: @realDonaldTrump PICTURES are worth a thousand words https://t.co/s1i0MIDbK2
DonnaHi94780527,@realDonaldTrump @OANN Don’t you have something better to do?!?! During a PANDEMIC?!?!?! The deaths are on Your head!!!!
MarkRMershon,@realDonaldTrump VOTE NOW FOR JOE BIDEN! Make America Sane Again! #TrumpIsALaughingStock
Cheyenn97250418,@realDonaldTrump you look like a boov
IAmJoeTrudeau,RT @watercutter11: @realDonaldTrump https://t.co/SwJ9WzkxLH
Nanamyra3,RT @HKrassenstein: @realDonaldTrump Political parties are not allowed to act as ballot harvesters.  What is so hard to understand about thi…
jpm_ml,RT @RepsForBiden: @realDonaldTrump *”President”.  A real president doesn’t mock seniors. Shame on you!
1stladymurph,@realDonaldTrump I didn't know if you caught this review of your debate performance.  I want to make sure you get a… https://t.co/uZblqCRTrZ
deOrygun,@realDonaldTrump There has been no more frequently promised product than Trump’s health care plan.  Over and over T… https://t.co/g5qW0dMorJ
MelloThomas4,@realDonaldTrump  Dont try to mock Joe Biden ever again.  You forget your elderly as well.  O i almost forgot you h… https://t.co/WxPc2OSphu
MicheleMuse5,RT @smc429: @realDonaldTrump Where is this restaurant and how do we frequent it!? https://t.co/IGgJ3AiOFG
Nanamyra3,RT @HKrassenstein: @realDonaldTrump So what you are saying that that just anyone should be able to collect mail-in ballots and say that the…
realJohn_Stiles,@realDonaldTrump we know @ChrisCoons isn’t VOTING for #AmyConeyBarrett so just MOVE ON!
iVimalPandey,@realDonaldTrump #JihadiJoe as resident of   1: #TerroristNationPakistan 🇵🇰  2: #TerrorSupporterTurkey 🇹🇷  3:… https://t.co/yEFFwALQLj
JBurchell88,"@realDonaldTrump Going? I thought we already reached our destination. I was happy to hear, from Biden's lips, that… https://t.co/zjPhAQXX7s"
___ENDPOINT,@realDonaldTrump Yeah. Vote for Biden.
arquitecto98,RT @AmyMek: @realDonaldTrump I just love that you call it the China Virus - it makes the left-wing media who is taking money from the Chine…
LCWrench,RT @smc429: @realDonaldTrump Where is this restaurant and how do we frequent it!? https://t.co/IGgJ3AiOFG
JAlfredoC10,RT @smc429: @realDonaldTrump Where is this restaurant and how do we frequent it!? https://t.co/IGgJ3AiOFG
ReneeLasswell,@realDonaldTrump The 2nd Ammendment has never been under threat no matter how many times you lie about it.  No one… https://t.co/LegJ3n5I1o
EwaStanska,@realDonaldTrump https://t.co/iDvjH1EOxE
anonymous_0033,"@realDonaldTrump No, they haven’t been doing this because it’s illegal. You should know that since you are the “Law… https://t.co/rrT2MeL2mC"
1OneCredit,@realDonaldTrump #100percentLIE https://t.co/8TGj9LsXts
AnthonyMillerA1,"@realDonaldTrump Donald trump is a walking joke, it is a matter of being an observer and analyzing it to realize th… https://t.co/zxeY4AmQfn"
anecdotalskele1,@realDonaldTrump Trump voters are the only voters stupid enough to use these boxes. So when the boxes all suddenly… https://t.co/HIS0zncRh8
HerzogLorrie,"@realDonaldTrump More bullshit! If you had a workable, doable, REAL healthcare plan you would reveal it instead of… https://t.co/jdUUgF5dKN"
NicoStaufenberg,RT @glamelegance: @realDonaldTrump Donald Trump paid Ivanka Trump almost $1 Million Dollars in consulting fees while she was already an emp…
CarabiaJunior,@realDonaldTrump https://t.co/6epT9dUJgC
vallynnM,RT @HKrassenstein: @realDonaldTrump Trump’s promise of healthcare in 2020 is just like his promise of healthcare in 2016.  It is empty!
davo33r,@realDonaldTrump Notice Bernie Sanders has been largely silent in the fray. Why is that? Maybe he doesn’t want to d… https://t.co/1K608qg0gO
arivocalsg,"RT @mmpadellan: @realDonaldTrump You're going to lose anyway, Spanky, so I guess you might as well have fun while you're doing it.  But the…"
AlcairoCrystal,RT @ResisterChic: @realDonaldTrump So election FRAUD is okay when it is REPUBLICANS that are committing the FRAUD!   Make no mistake...   D…
TandB2018,@realDonaldTrump https://t.co/HW9bOsD8HX
kmsmulhall,RT @smc429: @realDonaldTrump Where is this restaurant and how do we frequent it!? https://t.co/IGgJ3AiOFG
NicoStaufenberg,"RT @glamelegance: @realDonaldTrump Donald Trump paid $715.00 in federal income tax, while writing off $70K for “hair styling.” He is taking…"
B0B0Lynn,"@realDonaldTrump Yesterday was hat day at my son's school. He wore his Trump hat &amp; was called a racist. Personally,… https://t.co/GWTyEox9k5"
troll_mum,"@realDonaldTrump retweeted a shooting, in gif form, no warnings, no censorship. I cannot describe the panic and anx… https://t.co/Q2rHCHEmvf"
DivinyPete,"@realDonaldTrump What an outright fucking lie. It’s horrific and beyond comprehension that we have 216,000 people d… https://t.co/wS6WKCpa4d"
jdcrast,@realDonaldTrump #VoteBiden
nadia_marie89,@realDonaldTrump This bitch needs a better hair dye...#JustSayin
mrsbooge,"@realDonaldTrump You are purposely putting them in harm's way and spreading Covid. I'd say, you're letting them dow… https://t.co/zQUU0ZTANX"
RandyE93191310,@realDonaldTrump Lies. Nobody wants your guns. Feel free to kill each other. Leave me out of it and vote Blue.
ValikaiKathy,"@realDonaldTrump America - including Georgia - Let’s get Trump out of the Oval Office - Terrible job, up to this da… https://t.co/qi3AlZcyzv"
blondepapergirl,@realDonaldTrump Nancy pelosi needs to be removed after her so called interview last night with wolf blitzer she li… https://t.co/sJZLjsNZeO
ddnarich,@realDonaldTrump Yep. Over 65 folks are just has-beens. Nothing left for them but sitting in their wheel chairs in… https://t.co/rxCDmK6p9N
PoloPersonGwen,RT @Goss30Goss: @realDonaldTrump You really don't want seniors to vote for you.  Sounds like a plan.  Thank you.  We appreciate it.
indkeys,"@realDonaldTrump ""Trump Tweets Support For Election Fraud""  Headline fixed."
VALERIESUTHER14,@realDonaldTrump Absolutely VOTE for Joe Biden FOR President! https://t.co/KRMuo3vvfS
angeldvl,"@realDonaldTrump This photo you used to photoshopped Biden into must have been taken last year, before the pandemic… https://t.co/4nbFPB4Fob"
VaporFrog1,@realDonaldTrump might as well tweet this. https://t.co/QxtL0YSqeF
DanielleMerci16,@realDonaldTrump Republicans in power now and my daughter can’t get health insurance due to having epilepsy. Doesn’… https://t.co/dsgl41e2nQ
SilverbergThor,@realDonaldTrump @WINRED Vote the racists out! https://t.co/Pw6d8Udic1
BillReno4,@realDonaldTrump FRACK YOU. VOTE BIDEN/HARRIS FOR JOBS
PaulStats,RT @scientificrealm: @realDonaldTrump https://t.co/tQ2mtswyDg
EwaStanska,@realDonaldTrump https://t.co/iDvjH1EOxE
vallynnM,RT @HKrassenstein: @realDonaldTrump If you really meant this you would be able to show us a real plan.  You had 4 years and you have not ev…
BunnyRarebits,@realDonaldTrump Not all. Not “all” at all.
Nanamyra3,RT @AndyOstroy: @realDonaldTrump Literally everything you accuse others of is what you're guilty of. The truth lies in the exact opposite o…
PizaTool,@realDonaldTrump You have been saying this for almost. FOUR YEARS!!!  You say you WILL BE providing better healthca… https://t.co/icyM8gzGbf
DanaSteinke6,"@realDonaldTrump ""Fight hard Republicans.""? What the fuck is wrong with you? What they are doing is ILLEGAL!"
MadAsHell04,@realDonaldTrump Yeah because you’re so young and healthy. You’re obese and have heart issues. Joe at least keeps h… https://t.co/XgxYEW8r5G
mpossible2cme,RT @laceyladi2: @realDonaldTrump @AlvaroUribeVel #TrumpVirus2020 #TrumpIsUnfitForOffice  #TrumpIsALoser https://t.co/vAEzgdVMBQ
EdJarring,RT @judgeyourself99: @realDonaldTrump Lmfao https://t.co/gWReCMWQTe
kingscourt0007,@realDonaldTrump #VoteBlueDownBallot https://t.co/FiBJWAOeDK
RobertBodine5,@realDonaldTrump Loose your first amendment though
BamBoozled206,@realDonaldTrump Why is it one side or the other with you? I thought USA is one whole unit. There’s clear evidence… https://t.co/A3RQOnqh9Y
Holly86452020,@realDonaldTrump https://t.co/HchUyG7nRJ
GreatStoneFace,"@realDonaldTrump . #Trump has had four years to present a #healthcare plan to Congress, but he never has done it.… https://t.co/22ZDvofDjg"
Belinda09684222,@realDonaldTrump Bull
SSHobbs,"@realDonaldTrump Say goodbye, #LiarinChief"
nicknickdapanda,@realDonaldTrump For someone who thinks they know how to win sure likes to do things to lose
BahramSasani,"@realDonaldTrump Viva Mr. President Trump, you are the very BEST and a Gentleman. 👍 🌹 You are a HERO  Mr. President… https://t.co/YRDMWin7K1"
buhfly,"@realDonaldTrump 😂😂😂 Aren't you like 74yo?😂😂😂 Simmer down there, grandpa."
WhatIsUpMrSteve,@realDonaldTrump Says the king of taking advantage of systems...
EwaStanska,@realDonaldTrump https://t.co/iDvjH1EOxE
jan_robinson,@realDonaldTrump My suburb already voted for Joe.
J59832579,"@realDonaldTrump Trump's term ENDS noon, 20Jan2021; HE WILL NO LONGER BE POTUS! If he is reelected, his final term… https://t.co/hCmaWeYiZY"
PaulStats,RT @scientificrealm: @realDonaldTrump https://t.co/1jZ3T6dIyE
Astartiel,"RT @murray_nyc: @realDonaldTrump @OANN Trump's ""watch"" will end on January 20, 2021, when @JoeBiden takes over. Then we will have a preside…"
GIGS047,@realDonaldTrump got #impeached for crimes @JoeBiden actually committed. How about that folks. What a world. Where’… https://t.co/9uhtoI2gQM
arivocalsg,@realDonaldTrump orange sus
obandon1384,@realDonaldTrump as a #SuburbanWoman I will make sure my #Vote says #YOUREFIRED ! #DumpTrump #VoteBlueToEndThisNightmare #BidenHarris
gburn1175,"@realDonaldTrump Um Mr Trump, you do know 215,000 Americans died on your watch?"
MaryHays79,@realDonaldTrump Fauci DESERVES everyone's upmost respect
BAware20,@realDonaldTrump https://t.co/po9K6VYf5K
traceygeorge1,@realDonaldTrump VOTE NOW GEORGIA…FOR BIDEN!
SarahAm80782520,"@realDonaldTrump Really ?!?! the only thing you will win this year is being the most disgraceful, dangerous politic… https://t.co/g30Stcl6Tp"
kharuf_maluf,RT @JrWave19: @realDonaldTrump just another old man calling another old man old
deOrygun,@realDonaldTrump https://t.co/vdzV9gmRzG
BillotteLeslie,@realDonaldTrump Thank you for all your trying do and have done for our Country.  We would be in an better place if… https://t.co/THHJ3mHLpk
ommassageyoga,@realDonaldTrump https://t.co/BXbElpedI9
DexyandKhaleesi,RT @Amy_Siskind: @realDonaldTrump https://t.co/EmsBKWwjKN
GhoshtSwami,@realDonaldTrump https://t.co/PUK1txubgB
HalloranMeg,RT @lesleyabravanel: @realDonaldTrump Says the deranged death cult leader with absolutely zero healthcare plan holding super spreader ralli…
ESCarey11,@realDonaldTrump 😂🤥
Astartiel,"RT @jennyrachelpal: @realDonaldTrump @OANN As an Italian American I would like to see a new chapter in history, starting with you being vot…"
MomentoAnima,RT @smc429: @realDonaldTrump Where is this restaurant and how do we frequent it!? https://t.co/IGgJ3AiOFG
PappaSvante,"@realDonaldTrump Nah, US had a world leader in Obama. Now there is a clown who everybody loathes and that get laugh… https://t.co/spxtGFDm5A"
LePenLe100,@realDonaldTrump @CheickAhTid  on dirait moi à l'époque   Trump 2020= Moi 2019
Victoria101080,"@realDonaldTrump Donald's healthcare plan, cheap caskets made in China, right Ivanka???  Death is the only conditio… https://t.co/TrlylA9OjB"
hermit111111,"@realDonaldTrump Twee no allowing Dan BoNgino tweet ,Judicial watch...in my tweeter account???????????"
On_a_Quest_ion,@realDonaldTrump https://t.co/a0CVdQpz3X
GingaGoblin,@realDonaldTrump @WhiteHouse @USNavy https://t.co/7bSrql5XU7
masmile,@realDonaldTrump ACB  is so brilliant. I think the democratic senators are intimidated by her as they should be. Gr… https://t.co/ccJy8MTkYt
isawsparx2,@realDonaldTrump Biden Rally https://t.co/g8lARrBUxE
da84151542,RT @MatthewJshow: @realDonaldTrump Pennsylvania loves President Trump!  We will win it for you Sir!
Hurleyfrank1,@realDonaldTrump I voted Biden so did all my family sick of trumps lies and nonsense
Alcahueta,RT @scientificrealm: @realDonaldTrump https://t.co/Ertxfb7IXJ
TCooks1,@realDonaldTrump Wonder if he realizes these people (literal living American history) were once fetuses???  Blows t… https://t.co/skkGuu9yyv
SteveUchiha3,@realDonaldTrump https://t.co/MNr62dBZna
CitizenTrevorB,@realDonaldTrump https://t.co/hSOXo9Ukn5
PaulStats,RT @itsJeffTiedrich: @realDonaldTrump imagine being this proud of being this childish
mj84830925,@realDonaldTrump Lacking on 1st amendment and right to vote
mj84830925,@realDonaldTrump Really?  Been hearing that since 2010!!!
cborkowski,@realDonaldTrump https://t.co/dIlqJRX5nS
JustJac03826234,"@realDonaldTrump So you whine about rigged elections, except when it’s done an attempt to benefit you??"
arivocalsg,@realDonaldTrump HAHAHAHAH OMG WHAT DID THE HOSPITAL GIVE U 💀💀y'all are like the same age pls
LA_Kiwi_Tim,"@realDonaldTrump You've had four years to produce your ""amazing plan,"" but instead we get this tweet. Its clearly w… https://t.co/t82uUbVwtA"
vilpen62,RT @MontyBoa99: @realDonaldTrump More fake accounts pretending to be black Trump supporters have been shut down by Facebook.  They originat…
BarnettPenni,@realDonaldTrump https://t.co/sCokYKXvCi
BlueSC15,@realDonaldTrump Super spreader event
carimcpherson,@realDonaldTrump 🤡
douglittlejr,@realDonaldTrump Works often present in mysterious ways Mr President.   If Gov #Kemp hadn't certified his own .3% e… https://t.co/CH5nKqyxTE
JudieDietzler1,@realDonaldTrump   How important is the Constitution and Character to you? Your vote will test your Character.  Tru… https://t.co/QiT7nrLMxY
underground556,"RT @AnnieGabstonH: @realDonaldTrump Those long lines, full of Democrats, are a beautiful sight, aren't they Donald?  Looks like we're gonna…"
zebra87472245,@realDonaldTrump Just can’t stop lying oh man
ClixReview,@realDonaldTrump And ALL. Excellent.
CathyBr67985520,@realDonaldTrump Catch the blue wave and dump TRUMP https://t.co/srSZ2TauMv
EarlDBarnes2,@realDonaldTrump @MarkDice Donald trump and his blitzgreed” the lighting lies” looks like the MAGA SS can’t advance… https://t.co/eoVuW1bCfe
momblack4,@realDonaldTrump the Trump administration is turning the clock back with the emission of gases Donald Trump ignores… https://t.co/OGPLY1d9Zj
msjones3811,@realDonaldTrump You did that long ago
DrThomasPaul,RT @DrThomasPaul: @realDonaldTrump @FLOTUS It's #PLANdemic FLU. You work non-stop.  Nutrition and rest is the best way to recover. Follow t…
MarRhodes3,@realDonaldTrump #LockHimUp  TRUMP https://t.co/WlKgU6GbTk
chillipope,"@realDonaldTrump Tiny, you're literally suing so folks with pre-existing conditions get screwed by you"
glenn_stadts,@realDonaldTrump https://t.co/LmaSygtLFf
MamaBeth6729,@realDonaldTrump I can't wait to VOTE YOU OUT!
Bcook41916685,@realDonaldTrump I cannot believe we have someone like you as our president. You are a senior yourself and yet you… https://t.co/FenBUb87eV
ibwhorann,"@realDonaldTrump hey dude, shut up"
KayChase2016,@realDonaldTrump #FailedLeadership https://t.co/txPsejAUuw
johnnbread,"RT @JORGE_C_NY: @realDonaldTrump 🤦‍♀️🤦‍♂️👇👀🤦‍♀️🤦‍♂️🤦‍♀️🥴😬  @jimmykimmel:    ""We mashed up @BarackObama’s Bin Laden speech with @RealDonaldT…"
RenierJustWonIt,@realdonaldtrump @LindseyGrahamSC @WhiteHouse @DavidJHarrisJr @TeamTrump @EricTrump @DonaldJTrumpJr @IvankaTrump… https://t.co/2pArdLgBTN
Astartiel,RT @williamlegate: @realDonaldTrump @OANN Trump will defend a dead guy who enslaved thousands but not the millions of Americans impacted by…
pmavallone,@realDonaldTrump You have been defrauding it for years! It’s over!
kingscourt0007,@realDonaldTrump Fake news https://t.co/4lTTnRV4OW
nancywa31371553,RT @MallinenMatti: @realDonaldTrump https://t.co/NNigodkkZd
petey_and,@realDonaldTrump I feel like he is treated so badly! I love the way he does things! Right and Fast! He is a great p… https://t.co/5pA1IwqDYd
TheRealHoarse,RT @smc429: @realDonaldTrump Where is this restaurant and how do we frequent it!? https://t.co/IGgJ3AiOFG
Toby8_13,@realDonaldTrump @Votebiden
Mehrnoo55121501,@realDonaldTrump This woman @sarahparvini supports @NIACouncil  She is a #FakeJournalist and a murderer republic's… https://t.co/gkze7mwpgk
hussamjudeh2411,@realDonaldTrump I wonder what you will do when Joe Biden wine the election? I am trying to Imagine ?
ryriep1,RT @murray_nyc: @realDonaldTrump This is one of the most disgusting things Trump has ever tweeted. Who are the other people featured in thi…
DaLongTallTexan,RT @DaLongTallTexan: @realDonaldTrump Dirty criminal Trump... Here telling California Republican's to keep putting out fake ballot collecti…
pammiencolorado,@realDonaldTrump https://t.co/QmbsOsyvmp
kaleidoscopeT0,RT @BlueOcean528: @realDonaldTrump @OANN kim jung un crying  https://t.co/0TPg2lVyWO
kather58,"RT @TomShafShafer: @realDonaldTrump Republicans are masters of rat-effery. These ""official"" ballot containers are one in a long line of tac…"
DeanLeh,RT @DeanLeh: @realDonaldTrump https://t.co/8TfJXxqlds
PaulStats,RT @eugenegu: @realDonaldTrump Seniors vote.
Rosewood1923FL,RT @judgeyourself99: @realDonaldTrump BUT HIS EMAILS https://t.co/GRFj338KS8
nukkinfuttzz29,@realDonaldTrump Very presidential of you 🤦‍♂️
Astartiel,"RT @HKrassenstein: @realDonaldTrump @OANN Christopher Columbus should be remember for who he was, not for who we wish he would have been.…"
HowieWallach,@realDonaldTrump #DontGambleOnTrump   Liar
David00400610,@realDonaldTrump You seriously don’t care about people.
StellaP80848055,"@realDonaldTrump Duh....not going there. At least he’s wearing one.  I try to remember , who started this Fake News… https://t.co/OWzcJit65v"
juan_daboss,@realDonaldTrump Americans say vote Biden!!! https://t.co/lfoSajlHIF
juniormint68,"RT @mmpadellan: @realDonaldTrump Voter suppression going on in Georgia, disproportionately affecting people of color -- the SAME people of…"
MikeGal10364078,@realDonaldTrump Says the person who had to use the geriatric belly door on Air Force One because he’s to weak for the stairs.
onlythefactssir,"RT @JeffreyGuterman: @realDonaldTrump Your supporters may believe your lies, but the majority of U.S. voters know better, @realDonaldTrump."
kaur_jeeto,@realDonaldTrump 👇 https://t.co/xKTzQBsVQQ
realrobbiecook,"RT @MeidasTouch: @realDonaldTrump You had your chance. Bye, bye.  https://t.co/jQjfHFchU6"
hot_takeout,@realDonaldTrump suck my dick you fat fuck https://t.co/B82ORvKZvK
